model,experiment_id,threshold,precision,recall,f1,roc_auc,tp,fp,fn,tn,feature_set,sampling_method,timestamp,pca_applied
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smnone_th0.34,0.34,0.55,0.5,0.5238095238095238,0.9674242424242424,11,9,11,651,full,none,2025-11-13T08:44:53.325568,
RandomForest,RF_v9_ne200_md10_mss2_cwNone_smnone_th0.34,0.34,0.6470588235294118,0.5,0.5641025641025641,0.965909090909091,11,6,11,654,full,none,2025-11-13T08:45:04.312538,
RandomForest,RF_v10_ne200_md10_mss5_cwNone_smnone_th0.34,0.34,0.55,0.5,0.5238095238095238,0.9674931129476585,11,9,11,651,full,none,2025-11-13T08:45:14.337237,
RandomForest,RF_v11_ne200_md20_mss2_cwNone_smnone_th0.34,0.34,0.5789473684210527,0.5,0.5365853658536586,0.9701101928374656,11,8,11,652,full,none,2025-11-13T08:45:25.478393,
RandomForest,RF_v12_ne200_md20_mss5_cwNone_smnone_th0.34,0.34,0.55,0.5,0.5238095238095238,0.9674242424242424,11,9,11,651,full,none,2025-11-13T08:45:37.868505,
RandomForest,RF_v0_baseline_ne100_mdNone_mss2_cwNone_smnone_th0.35,0.35,0.6111111111111112,0.5,0.55,0.9721074380165289,11,7,11,653,full,none,2025-11-13T08:45:45.099147,
RandomForest,RF_v2_ne100_mdNone_mss5_cwNone_smnone_th0.35,0.35,0.55,0.5,0.5238095238095238,0.9652548209366392,11,9,11,651,full,none,2025-11-13T08:45:51.379638,
RandomForest,RF_v3_ne100_md10_mss2_cwNone_smnone_th0.35,0.35,0.5555555555555556,0.45454545454545453,0.5,0.9682506887052342,10,8,12,652,full,none,2025-11-13T08:45:57.038965,
RandomForest,RF_v4_ne100_md10_mss5_cwNone_smnone_th0.35,0.35,0.5238095238095238,0.5,0.5116279069767442,0.9694214876033059,11,10,11,650,full,none,2025-11-13T08:46:03.356209,
RandomForest,RF_v5_ne100_md20_mss2_cwNone_smnone_th0.35,0.35,0.6111111111111112,0.5,0.55,0.9721074380165289,11,7,11,653,full,none,2025-11-13T08:46:09.044730,
RandomForest,RF_v6_ne100_md20_mss5_cwNone_smnone_th0.35,0.35,0.55,0.5,0.5238095238095238,0.9652548209366392,11,9,11,651,full,none,2025-11-13T08:46:15.258624,
RandomForest,RF_v7_ne200_mdNone_mss2_cwNone_smnone_th0.35,0.35,0.5555555555555556,0.45454545454545453,0.5,0.9701101928374656,10,8,12,652,full,none,2025-11-13T08:46:26.548868,
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smnone_th0.35,0.35,0.5789473684210527,0.5,0.5365853658536586,0.9674242424242424,11,8,11,652,full,none,2025-11-13T08:46:37.687397,
RandomForest,RF_v9_ne200_md10_mss2_cwNone_smnone_th0.35,0.35,0.6470588235294118,0.5,0.5641025641025641,0.965909090909091,11,6,11,654,full,none,2025-11-13T08:46:48.350608,
RandomForest,RF_v10_ne200_md10_mss5_cwNone_smnone_th0.35,0.35,0.5789473684210527,0.5,0.5365853658536586,0.9674931129476585,11,8,11,652,full,none,2025-11-13T08:46:59.001107,
RandomForest,RF_v11_ne200_md20_mss2_cwNone_smnone_th0.35,0.35,0.5555555555555556,0.45454545454545453,0.5,0.9701101928374656,10,8,12,652,full,none,2025-11-13T08:47:10.556600,
RandomForest,RF_v12_ne200_md20_mss5_cwNone_smnone_th0.35,0.35,0.5789473684210527,0.5,0.5365853658536586,0.9674242424242424,11,8,11,652,full,none,2025-11-13T08:47:21.785449,
LogisticRegression,LOGREG_v1_baseline_C1.00_l2_liblinear_cwbalanced_sampnone_th0.2,0.2,0.03167420814479638,0.9545454545454546,0.061313868613138686,0.581198347107438,21,642,1,18,full,none,2025-11-13T08:51:54.302001,False
LogisticRegression,LOGREG_v1_baseline_C1.00_l2_liblinear_cwbalanced_sampnone_th0.3,0.3,0.031914893617021274,0.9545454545454546,0.061764705882352944,0.581198347107438,21,637,1,23,full,none,2025-11-13T08:51:54.888461,False
LogisticRegression,LOGREG_v1_baseline_C1.00_l2_liblinear_cwbalanced_sampnone_th0.4,0.4,0.03211009174311927,0.9545454545454546,0.0621301775147929,0.581198347107438,21,633,1,27,full,none,2025-11-13T08:51:55.742397,False
LogisticRegression,LOGREG_v1_baseline_C1.00_l2_liblinear_cwbalanced_sampnone_th0.5,0.5,0.0395778364116095,0.6818181818181818,0.07481296758104738,0.581198347107438,15,364,7,296,full,none,2025-11-13T08:51:56.326308,False
LogisticRegression,LOGREG_v0_baseline_C1.00_l2_liblinear_cwbalanced_sampnone_th0.2_pcaTrue,0.2,0.03167420814479638,0.9545454545454546,0.061313868613138686,0.581198347107438,21,642,1,18,full,none,2025-11-13T08:52:43.883120,True
LogisticRegression,LOGREG_v0_baseline_C1.00_l2_liblinear_cwbalanced_sampnone_th0.3_pcaTrue,0.3,0.031914893617021274,0.9545454545454546,0.061764705882352944,0.581198347107438,21,637,1,23,full,none,2025-11-13T08:52:44.768250,True
LogisticRegression,LOGREG_v0_baseline_C1.00_l2_liblinear_cwbalanced_sampnone_th0.4_pcaTrue,0.4,0.03211009174311927,0.9545454545454546,0.0621301775147929,0.581198347107438,21,633,1,27,full,none,2025-11-13T08:52:45.517035,True
LogisticRegression,LOGREG_v0_baseline_C1.00_l2_liblinear_cwbalanced_sampnone_th0.5_pcaTrue,0.5,0.0395778364116095,0.6818181818181818,0.07481296758104738,0.581198347107438,15,364,7,296,full,none,2025-11-13T08:52:46.167146,True
XGBoost,XGB_v0_baseline_th0.20,0.2,0.5517241379310345,0.7272727272727273,0.6274509803921569,0.9554407713498623,16,13,6,647,full,none,2025-11-13T08:54:05.788100,
XGBoost,XGB_v1_g0_lr0.05_mcw1_spw1_md3_th0.10,0.1,0.36,0.8181818181818182,0.5,0.9628099173553718,18,32,4,628,full,none,2025-11-13T08:54:28.778187,
XGBoost,XGB_v1_g0_lr0.05_mcw1_spw1_md3_th0.15,0.15,0.42105263157894735,0.7272727272727273,0.5333333333333333,0.9628099173553718,16,22,6,638,full,none,2025-11-13T08:54:28.793723,
XGBoost,XGB_v1_g0_lr0.05_mcw1_spw1_md3_th0.20,0.2,0.4666666666666667,0.6363636363636364,0.5384615384615384,0.9628099173553718,14,16,8,644,full,none,2025-11-13T08:54:28.808817,
XGBoost,XGB_v1_g0_lr0.05_mcw1_spw1_md3_th0.30,0.3,0.5238095238095238,0.5,0.5116279069767442,0.9628099173553718,11,10,11,650,full,none,2025-11-13T08:54:28.823643,
XGBoost,XGB_v2_g0_lr0.05_mcw1_spw1_md4_th0.10,0.1,0.3541666666666667,0.7727272727272727,0.4857142857142857,0.9653581267217631,17,31,5,629,full,none,2025-11-13T08:54:30.354502,
XGBoost,XGB_v2_g0_lr0.05_mcw1_spw1_md4_th0.15,0.15,0.43243243243243246,0.7272727272727273,0.5423728813559322,0.9653581267217631,16,21,6,639,full,none,2025-11-13T08:54:30.369208,
XGBoost,XGB_v2_g0_lr0.05_mcw1_spw1_md4_th0.20,0.2,0.5,0.6363636363636364,0.56,0.9653581267217631,14,14,8,646,full,none,2025-11-13T08:54:30.383653,
XGBoost,XGB_v2_g0_lr0.05_mcw1_spw1_md4_th0.30,0.3,0.5238095238095238,0.5,0.5116279069767442,0.9653581267217631,11,10,11,650,full,none,2025-11-13T08:54:30.399102,
XGBoost,XGB_v3_g0_lr0.05_mcw1_spw20_md3_th0.10,0.1,0.13125,0.9545454545454546,0.23076923076923078,0.9566804407713501,21,139,1,521,full,none,2025-11-13T08:54:31.097384,
XGBoost,XGB_v3_g0_lr0.05_mcw1_spw20_md3_th0.15,0.15,0.1360544217687075,0.9090909090909091,0.23668639053254437,0.9566804407713501,20,127,2,533,full,none,2025-11-13T08:54:31.113344,
XGBoost,XGB_v3_g0_lr0.05_mcw1_spw20_md3_th0.20,0.2,0.16666666666666666,0.9090909090909091,0.28169014084507044,0.9566804407713501,20,100,2,560,full,none,2025-11-13T08:54:31.130611,
XGBoost,XGB_v3_g0_lr0.05_mcw1_spw20_md3_th0.30,0.3,0.21839080459770116,0.8636363636363636,0.3486238532110092,0.9566804407713501,19,68,3,592,full,none,2025-11-13T08:54:31.146317,
XGBoost,XGB_v4_g0_lr0.05_mcw1_spw20_md4_th0.10,0.1,0.16260162601626016,0.9090909090909091,0.27586206896551724,0.9617079889807163,20,103,2,557,full,none,2025-11-13T08:54:32.415649,
XGBoost,XGB_v4_g0_lr0.05_mcw1_spw20_md4_th0.15,0.15,0.19230769230769232,0.9090909090909091,0.31746031746031744,0.9617079889807163,20,84,2,576,full,none,2025-11-13T08:54:32.430961,
XGBoost,XGB_v4_g0_lr0.05_mcw1_spw20_md4_th0.20,0.2,0.22093023255813954,0.8636363636363636,0.35185185185185186,0.9617079889807163,19,67,3,593,full,none,2025-11-13T08:54:32.449919,
XGBoost,XGB_v4_g0_lr0.05_mcw1_spw20_md4_th0.30,0.3,0.27941176470588236,0.8636363636363636,0.4222222222222222,0.9617079889807163,19,49,3,611,full,none,2025-11-13T08:54:32.477044,
XGBoost,XGB_v5_g0_lr0.05_mcw1_spw30_md3_th0.10,0.1,0.12429378531073447,1.0,0.22110552763819097,0.9575757575757575,22,155,0,505,full,none,2025-11-13T08:54:33.228884,
XGBoost,XGB_v5_g0_lr0.05_mcw1_spw30_md3_th0.15,0.15,0.13636363636363635,0.9545454545454546,0.23863636363636365,0.9575757575757575,21,133,1,527,full,none,2025-11-13T08:54:33.244102,
XGBoost,XGB_v5_g0_lr0.05_mcw1_spw30_md3_th0.20,0.2,0.14084507042253522,0.9090909090909091,0.24390243902439024,0.9575757575757575,20,122,2,538,full,none,2025-11-13T08:54:33.260897,
XGBoost,XGB_v5_g0_lr0.05_mcw1_spw30_md3_th0.30,0.3,0.19801980198019803,0.9090909090909091,0.3252032520325203,0.9575757575757575,20,81,2,579,full,none,2025-11-13T08:54:33.277136,
XGBoost,XGB_v6_g0_lr0.05_mcw1_spw30_md4_th0.10,0.1,0.15441176470588236,0.9545454545454546,0.26582278481012656,0.9621212121212122,21,115,1,545,full,none,2025-11-13T08:54:34.373703,
XGBoost,XGB_v6_g0_lr0.05_mcw1_spw30_md4_th0.15,0.15,0.18018018018018017,0.9090909090909091,0.3007518796992481,0.9621212121212122,20,91,2,569,full,none,2025-11-13T08:54:34.389431,
XGBoost,XGB_v6_g0_lr0.05_mcw1_spw30_md4_th0.20,0.2,0.19791666666666666,0.8636363636363636,0.3220338983050847,0.9621212121212122,19,77,3,583,full,none,2025-11-13T08:54:34.404365,
XGBoost,XGB_v6_g0_lr0.05_mcw1_spw30_md4_th0.30,0.3,0.25675675675675674,0.8636363636363636,0.3958333333333333,0.9621212121212122,19,55,3,605,full,none,2025-11-13T08:54:34.419367,
XGBoost,XGB_v7_g0_lr0.05_mcw5_spw1_md3_th0.10,0.1,0.3333333333333333,0.8636363636363636,0.4810126582278481,0.9634986225895318,19,38,3,622,full,none,2025-11-13T08:54:35.042712,
XGBoost,XGB_v7_g0_lr0.05_mcw5_spw1_md3_th0.15,0.15,0.4,0.7272727272727273,0.5161290322580645,0.9634986225895318,16,24,6,636,full,none,2025-11-13T08:54:35.057846,
XGBoost,XGB_v7_g0_lr0.05_mcw5_spw1_md3_th0.20,0.2,0.46875,0.6818181818181818,0.5555555555555556,0.9634986225895318,15,17,7,643,full,none,2025-11-13T08:54:35.074483,
XGBoost,XGB_v7_g0_lr0.05_mcw5_spw1_md3_th0.30,0.3,0.5714285714285714,0.5454545454545454,0.5581395348837209,0.9634986225895318,12,9,10,651,full,none,2025-11-13T08:54:35.089342,
XGBoost,XGB_v8_g0_lr0.05_mcw5_spw1_md4_th0.10,0.1,0.3269230769230769,0.7727272727272727,0.4594594594594595,0.9695592286501378,17,35,5,625,full,none,2025-11-13T08:54:35.877169,
XGBoost,XGB_v8_g0_lr0.05_mcw5_spw1_md4_th0.15,0.15,0.48484848484848486,0.7272727272727273,0.5818181818181818,0.9695592286501378,16,17,6,643,full,none,2025-11-13T08:54:35.893580,
XGBoost,XGB_v8_g0_lr0.05_mcw5_spw1_md4_th0.20,0.2,0.5172413793103449,0.6818181818181818,0.5882352941176471,0.9695592286501378,15,14,7,646,full,none,2025-11-13T08:54:35.909001,
XGBoost,XGB_v8_g0_lr0.05_mcw5_spw1_md4_th0.30,0.3,0.5,0.45454545454545453,0.47619047619047616,0.9695592286501378,10,10,12,650,full,none,2025-11-13T08:54:35.924672,
XGBoost,XGB_v9_g0_lr0.05_mcw5_spw20_md3_th0.10,0.1,0.12962962962962962,0.9545454545454546,0.22826086956521738,0.9595730027548209,21,141,1,519,full,none,2025-11-13T08:54:36.614435,
XGBoost,XGB_v9_g0_lr0.05_mcw5_spw20_md3_th0.15,0.15,0.14482758620689656,0.9545454545454546,0.25149700598802394,0.9595730027548209,21,124,1,536,full,none,2025-11-13T08:54:36.631370,
XGBoost,XGB_v9_g0_lr0.05_mcw5_spw20_md3_th0.20,0.2,0.1652892561983471,0.9090909090909091,0.27972027972027974,0.9595730027548209,20,101,2,559,full,none,2025-11-13T08:54:36.647614,
XGBoost,XGB_v9_g0_lr0.05_mcw5_spw20_md3_th0.30,0.3,0.21978021978021978,0.9090909090909091,0.35398230088495575,0.9595730027548209,20,71,2,589,full,none,2025-11-13T08:54:36.664919,
XGBoost,XGB_v10_g0_lr0.05_mcw5_spw20_md4_th0.10,0.1,0.15151515151515152,0.9090909090909091,0.2597402597402597,0.9640495867768595,20,112,2,548,full,none,2025-11-13T08:54:37.574436,
XGBoost,XGB_v10_g0_lr0.05_mcw5_spw20_md4_th0.15,0.15,0.19047619047619047,0.9090909090909091,0.31496062992125984,0.9640495867768595,20,85,2,575,full,none,2025-11-13T08:54:37.589949,
XGBoost,XGB_v10_g0_lr0.05_mcw5_spw20_md4_th0.20,0.2,0.24096385542168675,0.9090909090909091,0.38095238095238093,0.9640495867768595,20,63,2,597,full,none,2025-11-13T08:54:37.609065,
XGBoost,XGB_v10_g0_lr0.05_mcw5_spw20_md4_th0.30,0.3,0.2638888888888889,0.8636363636363636,0.40425531914893614,0.9640495867768595,19,53,3,607,full,none,2025-11-13T08:54:37.626259,
XGBoost,XGB_v11_g0_lr0.05_mcw5_spw30_md3_th0.10,0.1,0.12359550561797752,1.0,0.22,0.9584710743801653,22,156,0,504,full,none,2025-11-13T08:54:38.415609,
XGBoost,XGB_v11_g0_lr0.05_mcw5_spw30_md3_th0.15,0.15,0.1346153846153846,0.9545454545454546,0.23595505617977527,0.9584710743801653,21,135,1,525,full,none,2025-11-13T08:54:38.431242,
XGBoost,XGB_v11_g0_lr0.05_mcw5_spw30_md3_th0.20,0.2,0.13986013986013987,0.9090909090909091,0.24242424242424243,0.9584710743801653,20,123,2,537,full,none,2025-11-13T08:54:38.446595,
XGBoost,XGB_v11_g0_lr0.05_mcw5_spw30_md3_th0.30,0.3,0.19047619047619047,0.9090909090909091,0.31496062992125984,0.9584710743801653,20,85,2,575,full,none,2025-11-13T08:54:38.461957,
XGBoost,XGB_v12_g0_lr0.05_mcw5_spw30_md4_th0.10,0.1,0.15217391304347827,0.9545454545454546,0.2625,0.9636363636363636,21,117,1,543,full,none,2025-11-13T08:54:39.418974,
XGBoost,XGB_v12_g0_lr0.05_mcw5_spw30_md4_th0.15,0.15,0.175,0.9545454545454546,0.29577464788732394,0.9636363636363636,21,99,1,561,full,none,2025-11-13T08:54:39.436149,
XGBoost,XGB_v12_g0_lr0.05_mcw5_spw30_md4_th0.20,0.2,0.20408163265306123,0.9090909090909091,0.3333333333333333,0.9636363636363636,20,78,2,582,full,none,2025-11-13T08:54:39.452142,
XGBoost,XGB_v12_g0_lr0.05_mcw5_spw30_md4_th0.30,0.3,0.24050632911392406,0.8636363636363636,0.37623762376237624,0.9636363636363636,19,60,3,600,full,none,2025-11-13T08:54:39.466897,
XGBoost,XGB_v13_g0_lr0.1_mcw1_spw1_md3_th0.10,0.1,0.391304347826087,0.8181818181818182,0.5294117647058824,0.9554407713498623,18,28,4,632,full,none,2025-11-13T08:54:40.122716,
XGBoost,XGB_v13_g0_lr0.1_mcw1_spw1_md3_th0.15,0.15,0.53125,0.7727272727272727,0.6296296296296297,0.9554407713498623,17,15,5,645,full,none,2025-11-13T08:54:40.137191,
XGBoost,XGB_v13_g0_lr0.1_mcw1_spw1_md3_th0.20,0.2,0.5517241379310345,0.7272727272727273,0.6274509803921569,0.9554407713498623,16,13,6,647,full,none,2025-11-13T08:54:40.154090,
XGBoost,XGB_v13_g0_lr0.1_mcw1_spw1_md3_th0.30,0.3,0.5238095238095238,0.5,0.5116279069767442,0.9554407713498623,11,10,11,650,full,none,2025-11-13T08:54:40.169624,
XGBoost,XGB_v14_g0_lr0.1_mcw1_spw1_md4_th0.10,0.1,0.4857142857142857,0.7727272727272727,0.5964912280701754,0.965289256198347,17,18,5,642,full,none,2025-11-13T08:54:41.035277,
XGBoost,XGB_v14_g0_lr0.1_mcw1_spw1_md4_th0.15,0.15,0.5333333333333333,0.7272727272727273,0.6153846153846154,0.965289256198347,16,14,6,646,full,none,2025-11-13T08:54:41.051463,
XGBoost,XGB_v14_g0_lr0.1_mcw1_spw1_md4_th0.20,0.2,0.5769230769230769,0.6818181818181818,0.625,0.965289256198347,15,11,7,649,full,none,2025-11-13T08:54:41.066956,
XGBoost,XGB_v14_g0_lr0.1_mcw1_spw1_md4_th0.30,0.3,0.5789473684210527,0.5,0.5365853658536586,0.965289256198347,11,8,11,652,full,none,2025-11-13T08:54:41.082554,
XGBoost,XGB_v15_g0_lr0.1_mcw1_spw20_md3_th0.10,0.1,0.16260162601626016,0.9090909090909091,0.27586206896551724,0.96267217630854,20,103,2,557,full,none,2025-11-13T08:54:41.748656,
XGBoost,XGB_v15_g0_lr0.1_mcw1_spw20_md3_th0.15,0.15,0.1919191919191919,0.8636363636363636,0.3140495867768595,0.96267217630854,19,80,3,580,full,none,2025-11-13T08:54:41.765219,
XGBoost,XGB_v15_g0_lr0.1_mcw1_spw20_md3_th0.20,0.2,0.21839080459770116,0.8636363636363636,0.3486238532110092,0.96267217630854,19,68,3,592,full,none,2025-11-13T08:54:41.781003,
XGBoost,XGB_v15_g0_lr0.1_mcw1_spw20_md3_th0.30,0.3,0.2835820895522388,0.8636363636363636,0.42696629213483145,0.96267217630854,19,48,3,612,full,none,2025-11-13T08:54:41.797613,
XGBoost,XGB_v16_g0_lr0.1_mcw1_spw20_md4_th0.10,0.1,0.24358974358974358,0.8636363636363636,0.38,0.9637052341597796,19,59,3,601,full,none,2025-11-13T08:54:42.720371,
XGBoost,XGB_v16_g0_lr0.1_mcw1_spw20_md4_th0.15,0.15,0.3064516129032258,0.8636363636363636,0.4523809523809524,0.9637052341597796,19,43,3,617,full,none,2025-11-13T08:54:42.735390,
XGBoost,XGB_v16_g0_lr0.1_mcw1_spw20_md4_th0.20,0.2,0.3392857142857143,0.8636363636363636,0.48717948717948717,0.9637052341597796,19,37,3,623,full,none,2025-11-13T08:54:42.749668,
XGBoost,XGB_v16_g0_lr0.1_mcw1_spw20_md4_th0.30,0.3,0.3829787234042553,0.8181818181818182,0.5217391304347826,0.9637052341597796,18,29,4,631,full,none,2025-11-13T08:54:42.764815,
XGBoost,XGB_v17_g0_lr0.1_mcw1_spw30_md3_th0.10,0.1,0.14705882352941177,0.9090909090909091,0.25316455696202533,0.959435261707989,20,116,2,544,full,none,2025-11-13T08:54:43.441111,
XGBoost,XGB_v17_g0_lr0.1_mcw1_spw30_md3_th0.15,0.15,0.17094017094017094,0.9090909090909091,0.28776978417266186,0.959435261707989,20,97,2,563,full,none,2025-11-13T08:54:43.456165,
XGBoost,XGB_v17_g0_lr0.1_mcw1_spw30_md3_th0.20,0.2,0.19387755102040816,0.8636363636363636,0.31666666666666665,0.959435261707989,19,79,3,581,full,none,2025-11-13T08:54:43.471609,
XGBoost,XGB_v17_g0_lr0.1_mcw1_spw30_md3_th0.30,0.3,0.24050632911392406,0.8636363636363636,0.37623762376237624,0.959435261707989,19,60,3,600,full,none,2025-11-13T08:54:43.487557,
XGBoost,XGB_v18_g0_lr0.1_mcw1_spw30_md4_th0.10,0.1,0.20430107526881722,0.8636363636363636,0.33043478260869563,0.9612258953168044,19,74,3,586,full,none,2025-11-13T08:54:44.466206,
XGBoost,XGB_v18_g0_lr0.1_mcw1_spw30_md4_th0.15,0.15,0.2714285714285714,0.8636363636363636,0.41304347826086957,0.9612258953168044,19,51,3,609,full,none,2025-11-13T08:54:44.481260,
XGBoost,XGB_v18_g0_lr0.1_mcw1_spw30_md4_th0.20,0.2,0.2878787878787879,0.8636363636363636,0.4318181818181818,0.9612258953168044,19,47,3,613,full,none,2025-11-13T08:54:44.498561,
XGBoost,XGB_v18_g0_lr0.1_mcw1_spw30_md4_th0.30,0.3,0.35185185185185186,0.8636363636363636,0.5,0.9612258953168044,19,35,3,625,full,none,2025-11-13T08:54:44.513886,
XGBoost,XGB_v19_g0_lr0.1_mcw5_spw1_md3_th0.10,0.1,0.3829787234042553,0.8181818181818182,0.5217391304347826,0.9628787878787879,18,29,4,631,full,none,2025-11-13T08:54:45.099138,
XGBoost,XGB_v19_g0_lr0.1_mcw5_spw1_md3_th0.15,0.15,0.4594594594594595,0.7727272727272727,0.576271186440678,0.9628787878787879,17,20,5,640,full,none,2025-11-13T08:54:45.114153,
XGBoost,XGB_v19_g0_lr0.1_mcw5_spw1_md3_th0.20,0.2,0.5517241379310345,0.7272727272727273,0.6274509803921569,0.9628787878787879,16,13,6,647,full,none,2025-11-13T08:54:45.128644,
XGBoost,XGB_v19_g0_lr0.1_mcw5_spw1_md3_th0.30,0.3,0.52,0.5909090909090909,0.5531914893617021,0.9628787878787879,13,12,9,648,full,none,2025-11-13T08:54:45.143711,
XGBoost,XGB_v20_g0_lr0.1_mcw5_spw1_md4_th0.10,0.1,0.4,0.7272727272727273,0.5161290322580645,0.9693526170798898,16,24,6,636,full,none,2025-11-13T08:54:45.872260,
XGBoost,XGB_v20_g0_lr0.1_mcw5_spw1_md4_th0.15,0.15,0.48484848484848486,0.7272727272727273,0.5818181818181818,0.9693526170798898,16,17,6,643,full,none,2025-11-13T08:54:45.887203,
XGBoost,XGB_v20_g0_lr0.1_mcw5_spw1_md4_th0.20,0.2,0.5384615384615384,0.6363636363636364,0.5833333333333334,0.9693526170798898,14,12,8,648,full,none,2025-11-13T08:54:45.902814,
XGBoost,XGB_v20_g0_lr0.1_mcw5_spw1_md4_th0.30,0.3,0.55,0.5,0.5238095238095238,0.9693526170798898,11,9,11,651,full,none,2025-11-13T08:54:45.918899,
XGBoost,XGB_v21_g0_lr0.1_mcw5_spw20_md3_th0.10,0.1,0.16393442622950818,0.9090909090909091,0.2777777777777778,0.9645316804407713,20,102,2,558,full,none,2025-11-13T08:54:46.562414,
XGBoost,XGB_v21_g0_lr0.1_mcw5_spw20_md3_th0.15,0.15,0.18269230769230768,0.8636363636363636,0.30158730158730157,0.9645316804407713,19,85,3,575,full,none,2025-11-13T08:54:46.577150,
XGBoost,XGB_v21_g0_lr0.1_mcw5_spw20_md3_th0.20,0.2,0.20652173913043478,0.8636363636363636,0.3333333333333333,0.9645316804407713,19,73,3,587,full,none,2025-11-13T08:54:46.591944,
XGBoost,XGB_v21_g0_lr0.1_mcw5_spw20_md3_th0.30,0.3,0.2714285714285714,0.8636363636363636,0.41304347826086957,0.9645316804407713,19,51,3,609,full,none,2025-11-13T08:54:46.608495,
XGBoost,XGB_v22_g0_lr0.1_mcw5_spw20_md4_th0.10,0.1,0.2247191011235955,0.9090909090909091,0.36036036036036034,0.9653581267217631,20,69,2,591,full,none,2025-11-13T08:54:47.460517,
XGBoost,XGB_v22_g0_lr0.1_mcw5_spw20_md4_th0.15,0.15,0.2676056338028169,0.8636363636363636,0.40860215053763443,0.9653581267217631,19,52,3,608,full,none,2025-11-13T08:54:47.475451,
XGBoost,XGB_v22_g0_lr0.1_mcw5_spw20_md4_th0.20,0.2,0.296875,0.8636363636363636,0.4418604651162791,0.9653581267217631,19,45,3,615,full,none,2025-11-13T08:54:47.490331,
XGBoost,XGB_v22_g0_lr0.1_mcw5_spw20_md4_th0.30,0.3,0.34615384615384615,0.8181818181818182,0.4864864864864865,0.9653581267217631,18,34,4,626,full,none,2025-11-13T08:54:47.505840,
XGBoost,XGB_v23_g0_lr0.1_mcw5_spw30_md3_th0.10,0.1,0.1510791366906475,0.9545454545454546,0.2608695652173913,0.9617768595041323,21,118,1,542,full,none,2025-11-13T08:54:48.149002,
XGBoost,XGB_v23_g0_lr0.1_mcw5_spw30_md3_th0.15,0.15,0.16129032258064516,0.9090909090909091,0.273972602739726,0.9617768595041323,20,104,2,556,full,none,2025-11-13T08:54:48.163864,
XGBoost,XGB_v23_g0_lr0.1_mcw5_spw30_md3_th0.20,0.2,0.19,0.8636363636363636,0.3114754098360656,0.9617768595041323,19,81,3,579,full,none,2025-11-13T08:54:48.178841,
XGBoost,XGB_v23_g0_lr0.1_mcw5_spw30_md3_th0.30,0.3,0.2375,0.8636363636363636,0.37254901960784315,0.9617768595041323,19,61,3,599,full,none,2025-11-13T08:54:48.193861,
XGBoost,XGB_v24_g0_lr0.1_mcw5_spw30_md4_th0.10,0.1,0.21839080459770116,0.8636363636363636,0.3486238532110092,0.9642561983471074,19,68,3,592,full,none,2025-11-13T08:54:49.068472,
XGBoost,XGB_v24_g0_lr0.1_mcw5_spw30_md4_th0.15,0.15,0.25675675675675674,0.8636363636363636,0.3958333333333333,0.9642561983471074,19,55,3,605,full,none,2025-11-13T08:54:49.083596,
XGBoost,XGB_v24_g0_lr0.1_mcw5_spw30_md4_th0.20,0.2,0.30158730158730157,0.8636363636363636,0.4470588235294118,0.9642561983471074,19,44,3,616,full,none,2025-11-13T08:54:49.098410,
XGBoost,XGB_v24_g0_lr0.1_mcw5_spw30_md4_th0.30,0.3,0.34545454545454546,0.8636363636363636,0.4935064935064935,0.9642561983471074,19,36,3,624,full,none,2025-11-13T08:54:49.113027,
XGBoost,XGB_v25_g1_lr0.05_mcw1_spw1_md3_th0.10,0.1,0.36,0.8181818181818182,0.5,0.9628787878787879,18,32,4,628,full,none,2025-11-13T08:54:49.761599,
XGBoost,XGB_v25_g1_lr0.05_mcw1_spw1_md3_th0.15,0.15,0.4594594594594595,0.7727272727272727,0.576271186440678,0.9628787878787879,17,20,5,640,full,none,2025-11-13T08:54:49.776449,
XGBoost,XGB_v25_g1_lr0.05_mcw1_spw1_md3_th0.20,0.2,0.5,0.6818181818181818,0.5769230769230769,0.9628787878787879,15,15,7,645,full,none,2025-11-13T08:54:49.791387,
XGBoost,XGB_v25_g1_lr0.05_mcw1_spw1_md3_th0.30,0.3,0.5238095238095238,0.5,0.5116279069767442,0.9628787878787879,11,10,11,650,full,none,2025-11-13T08:54:49.805983,
XGBoost,XGB_v26_g1_lr0.05_mcw1_spw1_md4_th0.10,0.1,0.3695652173913043,0.7727272727272727,0.5,0.9632920110192836,17,29,5,631,full,none,2025-11-13T08:54:51.323317,
XGBoost,XGB_v26_g1_lr0.05_mcw1_spw1_md4_th0.15,0.15,0.4411764705882353,0.6818181818181818,0.5357142857142857,0.9632920110192836,15,19,7,641,full,none,2025-11-13T08:54:51.351250,
XGBoost,XGB_v26_g1_lr0.05_mcw1_spw1_md4_th0.20,0.2,0.5172413793103449,0.6818181818181818,0.5882352941176471,0.9632920110192836,15,14,7,646,full,none,2025-11-13T08:54:51.380878,
XGBoost,XGB_v26_g1_lr0.05_mcw1_spw1_md4_th0.30,0.3,0.55,0.5,0.5238095238095238,0.9632920110192836,11,9,11,651,full,none,2025-11-13T08:54:51.398026,
XGBoost,XGB_v27_g1_lr0.05_mcw1_spw20_md3_th0.10,0.1,0.13125,0.9545454545454546,0.23076923076923078,0.9573691460055096,21,139,1,521,full,none,2025-11-13T08:54:52.100285,
