model,experiment_id,threshold,precision,recall,f1,roc_auc,tp,fp,fn,tn,feature_set,sampling_method,timestamp,pca_applied
XGBoost,XGB_v27_g1_lr0.05_mcw1_spw20_md3_th0.15,0.15,0.136986301369863,0.9090909090909091,0.23809523809523808,0.9573691460055096,20,126,2,534,full,none,2025-11-13T08:54:52.115965,
XGBoost,XGB_v27_g1_lr0.05_mcw1_spw20_md3_th0.20,0.2,0.16806722689075632,0.9090909090909091,0.28368794326241137,0.9573691460055096,20,99,2,561,full,none,2025-11-13T08:54:52.133115,
XGBoost,XGB_v27_g1_lr0.05_mcw1_spw20_md3_th0.30,0.3,0.2087912087912088,0.8636363636363636,0.336283185840708,0.9573691460055096,19,72,3,588,full,none,2025-11-13T08:54:52.148960,
XGBoost,XGB_v28_g1_lr0.05_mcw1_spw20_md4_th0.10,0.1,0.15873015873015872,0.9090909090909091,0.2702702702702703,0.962741046831956,20,106,2,554,full,none,2025-11-13T08:54:53.118974,
XGBoost,XGB_v28_g1_lr0.05_mcw1_spw20_md4_th0.15,0.15,0.18867924528301888,0.9090909090909091,0.3125,0.962741046831956,20,86,2,574,full,none,2025-11-13T08:54:53.134311,
XGBoost,XGB_v28_g1_lr0.05_mcw1_spw20_md4_th0.20,0.2,0.23529411764705882,0.9090909090909091,0.37383177570093457,0.962741046831956,20,65,2,595,full,none,2025-11-13T08:54:53.151837,
XGBoost,XGB_v28_g1_lr0.05_mcw1_spw20_md4_th0.30,0.3,0.2753623188405797,0.8636363636363636,0.4175824175824176,0.962741046831956,19,50,3,610,full,none,2025-11-13T08:54:53.167014,
XGBoost,XGB_v29_g1_lr0.05_mcw1_spw30_md3_th0.10,0.1,0.12290502793296089,1.0,0.21890547263681592,0.9581267217630854,22,157,0,503,full,none,2025-11-13T08:54:54.048612,
XGBoost,XGB_v29_g1_lr0.05_mcw1_spw30_md3_th0.15,0.15,0.13725490196078433,0.9545454545454546,0.24,0.9581267217630854,21,132,1,528,full,none,2025-11-13T08:54:54.064480,
XGBoost,XGB_v29_g1_lr0.05_mcw1_spw30_md3_th0.20,0.2,0.14184397163120568,0.9090909090909091,0.24539877300613497,0.9581267217630854,20,121,2,539,full,none,2025-11-13T08:54:54.080057,
XGBoost,XGB_v29_g1_lr0.05_mcw1_spw30_md3_th0.30,0.3,0.19607843137254902,0.9090909090909091,0.3225806451612903,0.9581267217630854,20,82,2,578,full,none,2025-11-13T08:54:54.095489,
XGBoost,XGB_v30_g1_lr0.05_mcw1_spw30_md4_th0.10,0.1,0.1510791366906475,0.9545454545454546,0.2608695652173913,0.9636363636363636,21,118,1,542,full,none,2025-11-13T08:54:55.491216,
XGBoost,XGB_v30_g1_lr0.05_mcw1_spw30_md4_th0.15,0.15,0.1810344827586207,0.9545454545454546,0.30434782608695654,0.9636363636363636,21,95,1,565,full,none,2025-11-13T08:54:55.506672,
XGBoost,XGB_v30_g1_lr0.05_mcw1_spw30_md4_th0.20,0.2,0.21505376344086022,0.9090909090909091,0.34782608695652173,0.9636363636363636,20,73,2,587,full,none,2025-11-13T08:54:55.522100,
XGBoost,XGB_v30_g1_lr0.05_mcw1_spw30_md4_th0.30,0.3,0.25,0.8636363636363636,0.3877551020408163,0.9636363636363636,19,57,3,603,full,none,2025-11-13T08:54:55.537015,
XGBoost,XGB_v31_g1_lr0.05_mcw5_spw1_md3_th0.10,0.1,0.34545454545454546,0.8636363636363636,0.4935064935064935,0.9630165289256198,19,36,3,624,full,none,2025-11-13T08:54:56.178231,
XGBoost,XGB_v31_g1_lr0.05_mcw5_spw1_md3_th0.15,0.15,0.41025641025641024,0.7272727272727273,0.5245901639344263,0.9630165289256198,16,23,6,637,full,none,2025-11-13T08:54:56.193825,
XGBoost,XGB_v31_g1_lr0.05_mcw5_spw1_md3_th0.20,0.2,0.47058823529411764,0.7272727272727273,0.5714285714285714,0.9630165289256198,16,18,6,642,full,none,2025-11-13T08:54:56.209102,
XGBoost,XGB_v31_g1_lr0.05_mcw5_spw1_md3_th0.30,0.3,0.5714285714285714,0.5454545454545454,0.5581395348837209,0.9630165289256198,12,9,10,651,full,none,2025-11-13T08:54:56.224441,
XGBoost,XGB_v32_g1_lr0.05_mcw5_spw1_md4_th0.10,0.1,0.34545454545454546,0.8636363636363636,0.4935064935064935,0.9714876033057851,19,36,3,624,full,none,2025-11-13T08:54:57.267306,
XGBoost,XGB_v32_g1_lr0.05_mcw5_spw1_md4_th0.15,0.15,0.45714285714285713,0.7272727272727273,0.5614035087719298,0.9714876033057851,16,19,6,641,full,none,2025-11-13T08:54:57.286155,
XGBoost,XGB_v32_g1_lr0.05_mcw5_spw1_md4_th0.20,0.2,0.5,0.6363636363636364,0.56,0.9714876033057851,14,14,8,646,full,none,2025-11-13T08:54:57.304195,
XGBoost,XGB_v32_g1_lr0.05_mcw5_spw1_md4_th0.30,0.3,0.55,0.5,0.5238095238095238,0.9714876033057851,11,9,11,651,full,none,2025-11-13T08:54:57.321889,
XGBoost,XGB_v33_g1_lr0.05_mcw5_spw20_md3_th0.10,0.1,0.13664596273291926,1.0,0.24043715846994534,0.9601239669421487,22,139,0,521,full,none,2025-11-13T08:54:58.588027,
XGBoost,XGB_v33_g1_lr0.05_mcw5_spw20_md3_th0.15,0.15,0.14084507042253522,0.9090909090909091,0.24390243902439024,0.9601239669421487,20,122,2,538,full,none,2025-11-13T08:54:58.610101,
XGBoost,XGB_v33_g1_lr0.05_mcw5_spw20_md3_th0.20,0.2,0.16260162601626016,0.9090909090909091,0.27586206896551724,0.9601239669421487,20,103,2,557,full,none,2025-11-13T08:54:58.632437,
XGBoost,XGB_v33_g1_lr0.05_mcw5_spw20_md3_th0.30,0.3,0.21505376344086022,0.9090909090909091,0.34782608695652173,0.9601239669421487,20,73,2,587,full,none,2025-11-13T08:54:58.648066,
XGBoost,XGB_v34_g1_lr0.05_mcw5_spw20_md4_th0.10,0.1,0.15151515151515152,0.9090909090909091,0.2597402597402597,0.9639118457300275,20,112,2,548,full,none,2025-11-13T08:54:59.799285,
XGBoost,XGB_v34_g1_lr0.05_mcw5_spw20_md4_th0.15,0.15,0.19047619047619047,0.9090909090909091,0.31496062992125984,0.9639118457300275,20,85,2,575,full,none,2025-11-13T08:54:59.848696,
XGBoost,XGB_v34_g1_lr0.05_mcw5_spw20_md4_th0.20,0.2,0.2235294117647059,0.8636363636363636,0.35514018691588783,0.9639118457300275,19,66,3,594,full,none,2025-11-13T08:54:59.881214,
XGBoost,XGB_v34_g1_lr0.05_mcw5_spw20_md4_th0.30,0.3,0.2714285714285714,0.8636363636363636,0.41304347826086957,0.9639118457300275,19,51,3,609,full,none,2025-11-13T08:54:59.899947,
XGBoost,XGB_v35_g1_lr0.05_mcw5_spw30_md3_th0.10,0.1,0.12222222222222222,1.0,0.21782178217821782,0.9586776859504132,22,158,0,502,full,none,2025-11-13T08:55:00.572988,
XGBoost,XGB_v35_g1_lr0.05_mcw5_spw30_md3_th0.15,0.15,0.13636363636363635,0.9545454545454546,0.23863636363636365,0.9586776859504132,21,133,1,527,full,none,2025-11-13T08:55:00.588149,
XGBoost,XGB_v35_g1_lr0.05_mcw5_spw30_md3_th0.20,0.2,0.14184397163120568,0.9090909090909091,0.24539877300613497,0.9586776859504132,20,121,2,539,full,none,2025-11-13T08:55:00.602976,
XGBoost,XGB_v35_g1_lr0.05_mcw5_spw30_md3_th0.30,0.3,0.18867924528301888,0.9090909090909091,0.3125,0.9586776859504132,20,86,2,574,full,none,2025-11-13T08:55:00.618765,
XGBoost,XGB_v36_g1_lr0.05_mcw5_spw30_md4_th0.10,0.1,0.15441176470588236,0.9545454545454546,0.26582278481012656,0.9637741046831956,21,115,1,545,full,none,2025-11-13T08:55:01.532828,
XGBoost,XGB_v36_g1_lr0.05_mcw5_spw30_md4_th0.15,0.15,0.1810344827586207,0.9545454545454546,0.30434782608695654,0.9637741046831956,21,95,1,565,full,none,2025-11-13T08:55:01.548112,
XGBoost,XGB_v36_g1_lr0.05_mcw5_spw30_md4_th0.20,0.2,0.20833333333333334,0.9090909090909091,0.3389830508474576,0.9637741046831956,20,76,2,584,full,none,2025-11-13T08:55:01.563700,
XGBoost,XGB_v36_g1_lr0.05_mcw5_spw30_md4_th0.30,0.3,0.24358974358974358,0.8636363636363636,0.38,0.9637741046831956,19,59,3,601,full,none,2025-11-13T08:55:01.578954,
XGBoost,XGB_v37_g1_lr0.1_mcw1_spw1_md3_th0.10,0.1,0.3958333333333333,0.8636363636363636,0.5428571428571428,0.9597796143250689,19,29,3,631,full,none,2025-11-13T08:55:02.218503,
XGBoost,XGB_v37_g1_lr0.1_mcw1_spw1_md3_th0.15,0.15,0.47058823529411764,0.7272727272727273,0.5714285714285714,0.9597796143250689,16,18,6,642,full,none,2025-11-13T08:55:02.233298,
XGBoost,XGB_v37_g1_lr0.1_mcw1_spw1_md3_th0.20,0.2,0.5517241379310345,0.7272727272727273,0.6274509803921569,0.9597796143250689,16,13,6,647,full,none,2025-11-13T08:55:02.249018,
XGBoost,XGB_v37_g1_lr0.1_mcw1_spw1_md3_th0.30,0.3,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.9597796143250689,12,10,10,650,full,none,2025-11-13T08:55:02.264296,
XGBoost,XGB_v38_g1_lr0.1_mcw1_spw1_md4_th0.10,0.1,0.425,0.7727272727272727,0.5483870967741935,0.9674931129476585,17,23,5,637,full,none,2025-11-13T08:55:03.319609,
XGBoost,XGB_v38_g1_lr0.1_mcw1_spw1_md4_th0.15,0.15,0.5,0.7272727272727273,0.5925925925925926,0.9674931129476585,16,16,6,644,full,none,2025-11-13T08:55:03.336252,
XGBoost,XGB_v38_g1_lr0.1_mcw1_spw1_md4_th0.20,0.2,0.56,0.6363636363636364,0.5957446808510638,0.9674931129476585,14,11,8,649,full,none,2025-11-13T08:55:03.352087,
XGBoost,XGB_v38_g1_lr0.1_mcw1_spw1_md4_th0.30,0.3,0.5555555555555556,0.45454545454545453,0.5,0.9674931129476585,10,8,12,652,full,none,2025-11-13T08:55:03.366807,
XGBoost,XGB_v39_g1_lr0.1_mcw1_spw20_md3_th0.10,0.1,0.16393442622950818,0.9090909090909091,0.2777777777777778,0.9616391184573002,20,102,2,558,full,none,2025-11-13T08:55:04.323624,
XGBoost,XGB_v39_g1_lr0.1_mcw1_spw20_md3_th0.15,0.15,0.1792452830188679,0.8636363636363636,0.296875,0.9616391184573002,19,87,3,573,full,none,2025-11-13T08:55:04.339278,
XGBoost,XGB_v39_g1_lr0.1_mcw1_spw20_md3_th0.20,0.2,0.2087912087912088,0.8636363636363636,0.336283185840708,0.9616391184573002,19,72,3,588,full,none,2025-11-13T08:55:04.354454,
XGBoost,XGB_v39_g1_lr0.1_mcw1_spw20_md3_th0.30,0.3,0.27941176470588236,0.8636363636363636,0.4222222222222222,0.9616391184573002,19,49,3,611,full,none,2025-11-13T08:55:04.369916,
XGBoost,XGB_v40_g1_lr0.1_mcw1_spw20_md4_th0.10,0.1,0.25675675675675674,0.8636363636363636,0.3958333333333333,0.965495867768595,19,55,3,605,full,none,2025-11-13T08:55:05.383140,
XGBoost,XGB_v40_g1_lr0.1_mcw1_spw20_md4_th0.15,0.15,0.3064516129032258,0.8636363636363636,0.4523809523809524,0.965495867768595,19,43,3,617,full,none,2025-11-13T08:55:05.403686,
XGBoost,XGB_v40_g1_lr0.1_mcw1_spw20_md4_th0.20,0.2,0.3392857142857143,0.8636363636363636,0.48717948717948717,0.965495867768595,19,37,3,623,full,none,2025-11-13T08:55:05.420153,
XGBoost,XGB_v40_g1_lr0.1_mcw1_spw20_md4_th0.30,0.3,0.4,0.8181818181818182,0.5373134328358209,0.965495867768595,18,27,4,633,full,none,2025-11-13T08:55:05.435615,
XGBoost,XGB_v41_g1_lr0.1_mcw1_spw30_md3_th0.10,0.1,0.15555555555555556,0.9545454545454546,0.267515923566879,0.9615013774104683,21,114,1,546,full,none,2025-11-13T08:55:06.566796,
XGBoost,XGB_v41_g1_lr0.1_mcw1_spw30_md3_th0.15,0.15,0.17391304347826086,0.9090909090909091,0.291970802919708,0.9615013774104683,20,95,2,565,full,none,2025-11-13T08:55:06.591953,
XGBoost,XGB_v41_g1_lr0.1_mcw1_spw30_md3_th0.20,0.2,0.1919191919191919,0.8636363636363636,0.3140495867768595,0.9615013774104683,19,80,3,580,full,none,2025-11-13T08:55:06.626162,
XGBoost,XGB_v41_g1_lr0.1_mcw1_spw30_md3_th0.30,0.3,0.2375,0.8636363636363636,0.37254901960784315,0.9615013774104683,19,61,3,599,full,none,2025-11-13T08:55:06.652121,
XGBoost,XGB_v42_g1_lr0.1_mcw1_spw30_md4_th0.10,0.1,0.21839080459770116,0.8636363636363636,0.3486238532110092,0.9632231404958678,19,68,3,592,full,none,2025-11-13T08:55:08.075533,
XGBoost,XGB_v42_g1_lr0.1_mcw1_spw30_md4_th0.15,0.15,0.25333333333333335,0.8636363636363636,0.3917525773195876,0.9632231404958678,19,56,3,604,full,none,2025-11-13T08:55:08.094502,
XGBoost,XGB_v42_g1_lr0.1_mcw1_spw30_md4_th0.20,0.2,0.27941176470588236,0.8636363636363636,0.4222222222222222,0.9632231404958678,19,49,3,611,full,none,2025-11-13T08:55:08.110812,
XGBoost,XGB_v42_g1_lr0.1_mcw1_spw30_md4_th0.30,0.3,0.35185185185185186,0.8636363636363636,0.5,0.9632231404958678,19,35,3,625,full,none,2025-11-13T08:55:08.131917,
XGBoost,XGB_v43_g1_lr0.1_mcw5_spw1_md3_th0.10,0.1,0.3584905660377358,0.8636363636363636,0.5066666666666667,0.9654958677685951,19,34,3,626,full,none,2025-11-13T08:55:09.758395,
XGBoost,XGB_v43_g1_lr0.1_mcw5_spw1_md3_th0.15,0.15,0.4864864864864865,0.8181818181818182,0.6101694915254238,0.9654958677685951,18,19,4,641,full,none,2025-11-13T08:55:09.773943,
XGBoost,XGB_v43_g1_lr0.1_mcw5_spw1_md3_th0.20,0.2,0.5517241379310345,0.7272727272727273,0.6274509803921569,0.9654958677685951,16,13,6,647,full,none,2025-11-13T08:55:09.789257,
XGBoost,XGB_v43_g1_lr0.1_mcw5_spw1_md3_th0.30,0.3,0.5416666666666666,0.5909090909090909,0.5652173913043478,0.9654958677685951,13,11,9,649,full,none,2025-11-13T08:55:09.804619,
XGBoost,XGB_v44_g1_lr0.1_mcw5_spw1_md4_th0.10,0.1,0.40476190476190477,0.7727272727272727,0.53125,0.9664600550964186,17,25,5,635,full,none,2025-11-13T08:55:10.551006,
XGBoost,XGB_v44_g1_lr0.1_mcw5_spw1_md4_th0.15,0.15,0.5172413793103449,0.6818181818181818,0.5882352941176471,0.9664600550964186,15,14,7,646,full,none,2025-11-13T08:55:10.568103,
XGBoost,XGB_v44_g1_lr0.1_mcw5_spw1_md4_th0.20,0.2,0.56,0.6363636363636364,0.5957446808510638,0.9664600550964186,14,11,8,649,full,none,2025-11-13T08:55:10.692501,
XGBoost,XGB_v44_g1_lr0.1_mcw5_spw1_md4_th0.30,0.3,0.5238095238095238,0.5,0.5116279069767442,0.9664600550964186,11,10,11,650,full,none,2025-11-13T08:55:10.736719,
XGBoost,XGB_v45_g1_lr0.1_mcw5_spw20_md3_th0.10,0.1,0.1652892561983471,0.9090909090909091,0.27972027972027974,0.9634297520661157,20,101,2,559,full,none,2025-11-13T08:55:13.780657,
XGBoost,XGB_v45_g1_lr0.1_mcw5_spw20_md3_th0.15,0.15,0.20618556701030927,0.9090909090909091,0.33613445378151263,0.9634297520661157,20,77,2,583,full,none,2025-11-13T08:55:13.814400,
XGBoost,XGB_v45_g1_lr0.1_mcw5_spw20_md3_th0.20,0.2,0.2111111111111111,0.8636363636363636,0.3392857142857143,0.9634297520661157,19,71,3,589,full,none,2025-11-13T08:55:13.846340,
XGBoost,XGB_v45_g1_lr0.1_mcw5_spw20_md3_th0.30,0.3,0.2676056338028169,0.8636363636363636,0.40860215053763443,0.9634297520661157,19,52,3,608,full,none,2025-11-13T08:55:13.879531,
XGBoost,XGB_v46_g1_lr0.1_mcw5_spw20_md4_th0.10,0.1,0.21348314606741572,0.8636363636363636,0.34234234234234234,0.9680440771349863,19,70,3,590,full,none,2025-11-13T08:55:15.127388,
XGBoost,XGB_v46_g1_lr0.1_mcw5_spw20_md4_th0.15,0.15,0.24358974358974358,0.8636363636363636,0.38,0.9680440771349863,19,59,3,601,full,none,2025-11-13T08:55:15.143599,
XGBoost,XGB_v46_g1_lr0.1_mcw5_spw20_md4_th0.20,0.2,0.3064516129032258,0.8636363636363636,0.4523809523809524,0.9680440771349863,19,43,3,617,full,none,2025-11-13T08:55:15.159457,
XGBoost,XGB_v46_g1_lr0.1_mcw5_spw20_md4_th0.30,0.3,0.38,0.8636363636363636,0.5277777777777778,0.9680440771349863,19,31,3,629,full,none,2025-11-13T08:55:15.176200,
XGBoost,XGB_v47_g1_lr0.1_mcw5_spw30_md3_th0.10,0.1,0.14893617021276595,0.9545454545454546,0.25766871165644173,0.9581955922865014,21,120,1,540,full,none,2025-11-13T08:55:15.914860,
XGBoost,XGB_v47_g1_lr0.1_mcw5_spw30_md3_th0.15,0.15,0.16,0.9090909090909091,0.272108843537415,0.9581955922865014,20,105,2,555,full,none,2025-11-13T08:55:15.956877,
XGBoost,XGB_v47_g1_lr0.1_mcw5_spw30_md3_th0.20,0.2,0.18095238095238095,0.8636363636363636,0.2992125984251969,0.9581955922865014,19,86,3,574,full,none,2025-11-13T08:55:15.999118,
XGBoost,XGB_v47_g1_lr0.1_mcw5_spw30_md3_th0.30,0.3,0.24675324675324675,0.8636363636363636,0.3838383838383838,0.9581955922865014,19,58,3,602,full,none,2025-11-13T08:55:16.043048,
XGBoost,XGB_v48_g1_lr0.1_mcw5_spw30_md4_th0.10,0.1,0.22093023255813954,0.8636363636363636,0.35185185185185186,0.9623966942148761,19,67,3,593,full,none,2025-11-13T08:55:18.361763,
XGBoost,XGB_v48_g1_lr0.1_mcw5_spw30_md4_th0.15,0.15,0.2714285714285714,0.8636363636363636,0.41304347826086957,0.9623966942148761,19,51,3,609,full,none,2025-11-13T08:55:18.377428,
XGBoost,XGB_v48_g1_lr0.1_mcw5_spw30_md4_th0.20,0.2,0.296875,0.8636363636363636,0.4418604651162791,0.9623966942148761,19,45,3,615,full,none,2025-11-13T08:55:18.392887,
XGBoost,XGB_v48_g1_lr0.1_mcw5_spw30_md4_th0.30,0.3,0.35185185185185186,0.8636363636363636,0.5,0.9623966942148761,19,35,3,625,full,none,2025-11-13T08:55:18.408370,
XGBoost,XGB_gridsearch_best_th0.12,0.12,0.10377358490566038,1.0,0.18803418803418803,0.9587121212121212,22,190,0,470,full,none,2025-11-13T08:59:26.463818,
XGBoost,XGB_gridsearch_best_th0.13,0.13,0.10784313725490197,1.0,0.19469026548672566,0.9587121212121212,22,182,0,478,full,none,2025-11-13T08:59:26.479320,
XGBoost,XGB_gridsearch_best_th0.14,0.14,0.11282051282051282,1.0,0.20276497695852536,0.9587121212121212,22,173,0,487,full,none,2025-11-13T08:59:26.493755,
XGBoost,XGB_gridsearch_best_th0.15,0.15,0.1164021164021164,1.0,0.20853080568720378,0.9587121212121212,22,167,0,493,full,none,2025-11-13T08:59:26.509043,
XGBoost,XGB_gridsearch_best_th0.16,0.16,0.11956521739130435,1.0,0.21359223300970873,0.9587121212121212,22,162,0,498,full,none,2025-11-13T08:59:26.524703,
XGBoost,XGB_gridsearch_best_th0.17,0.17,0.125,1.0,0.2222222222222222,0.9587121212121212,22,154,0,506,full,none,2025-11-13T08:59:26.541711,
XGBoost,XGB_gridsearch_best_th0.18,0.18,0.12790697674418605,1.0,0.2268041237113402,0.9587121212121212,22,150,0,510,full,none,2025-11-13T08:59:26.557282,
LogisticRegression,LOGREG_v1_C1.00_l2_liblinear_cwbalanced_sampnone_th0.36,0.36,0.03201219512195122,0.9545454545454546,0.061946902654867256,0.581198347107438,21,635,1,25,full,none,2025-11-13T09:06:24.661084,False
LogisticRegression,LOGREG_v1_C1.00_l2_liblinear_cwbalanced_sampnone_th0.38,0.38,0.03211009174311927,0.9545454545454546,0.0621301775147929,0.581198347107438,21,633,1,27,full,none,2025-11-13T09:06:25.244292,False
LogisticRegression,LOGREG_v1_C1.00_l2_liblinear_cwbalanced_sampnone_th0.4,0.4,0.03211009174311927,0.9545454545454546,0.0621301775147929,0.581198347107438,21,633,1,27,full,none,2025-11-13T09:06:25.822434,False
LogisticRegression,LOGREG_v1_C1.00_l2_liblinear_cwbalanced_sampnone_th0.42,0.42,0.03211009174311927,0.9545454545454546,0.0621301775147929,0.581198347107438,21,633,1,27,full,none,2025-11-13T09:06:26.431330,False
LogisticRegression,LOGREG_v1_C1.00_l2_liblinear_cwbalanced_sampnone_th0.44,0.44,0.03215926493108729,0.9545454545454546,0.06222222222222222,0.581198347107438,21,632,1,28,full,none,2025-11-13T09:06:27.590204,False
