model,experiment_id,threshold,precision,recall,f1,roc_auc,tp,fp,fn,tn,feature_set,sampling_method,timestamp
RandomForest,RF_v22_ne200_md20_mss2_cwbalanced_smnone_th0.2,0.2,0.3409090909090909,0.6818181818181818,0.45454545454545453,0.956232782369146,15,29,7,631,full,none,2025-11-13T16:19:37.093050
RandomForest,RF_v23_ne200_md20_mss5_cwNone_smnone_th0.2,0.2,0.4146341463414634,0.7727272727272727,0.5396825396825397,0.9674242424242424,17,24,5,636,full,none,2025-11-13T16:19:47.462983
RandomForest,RF_v24_ne200_md20_mss5_cwbalanced_smnone_th0.2,0.2,0.36363636363636365,0.7272727272727273,0.48484848484848486,0.9621900826446281,16,28,6,632,full,none,2025-11-13T16:19:54.587798
RandomForest,RF_v1_ne100_mdNone_mss2_cwNone_smsmote_th0.2,0.2,0.19148936170212766,0.8181818181818182,0.3103448275862069,0.9545454545454546,18,76,4,584,full,smote,2025-11-13T16:25:03.588890
RandomForest,RF_v2_ne100_mdNone_mss2_cwbalanced_smsmote_th0.2,0.2,0.19148936170212766,0.8181818181818182,0.3103448275862069,0.9545454545454546,18,76,4,584,full,smote,2025-11-13T16:25:19.708085
RandomForest,RF_v3_ne100_mdNone_mss5_cwNone_smsmote_th0.2,0.2,0.20833333333333334,0.9090909090909091,0.3389830508474576,0.9619490358126722,20,76,2,584,full,smote,2025-11-13T16:25:36.390002
RandomForest,RF_v4_ne100_mdNone_mss5_cwbalanced_smsmote_th0.2,0.2,0.20833333333333334,0.9090909090909091,0.3389830508474576,0.9619490358126722,20,76,2,584,full,smote,2025-11-13T16:25:52.523235
RandomForest,RF_v5_ne100_md10_mss2_cwNone_smsmote_th0.2,0.2,0.1743119266055046,0.8636363636363636,0.2900763358778626,0.9532369146005509,19,90,3,570,full,smote,2025-11-13T16:26:02.634724
RandomForest,RF_v6_ne100_md10_mss2_cwbalanced_smsmote_th0.2,0.2,0.1743119266055046,0.8636363636363636,0.2900763358778626,0.9532369146005509,19,90,3,570,full,smote,2025-11-13T16:26:13.532275
RandomForest,RF_v7_ne100_md10_mss5_cwNone_smsmote_th0.2,0.2,0.17117117117117117,0.8636363636363636,0.2857142857142857,0.9515151515151515,19,92,3,568,full,smote,2025-11-13T16:26:25.900142
RandomForest,RF_v8_ne100_md10_mss5_cwbalanced_smsmote_th0.2,0.2,0.17117117117117117,0.8636363636363636,0.2857142857142857,0.9515151515151515,19,92,3,568,full,smote,2025-11-13T16:26:36.940553
RandomForest,RF_v9_ne100_md20_mss2_cwNone_smsmote_th0.2,0.2,0.1956521739130435,0.8181818181818182,0.3157894736842105,0.9534779614325068,18,74,4,586,full,smote,2025-11-13T16:26:52.713019
RandomForest,RF_v10_ne100_md20_mss2_cwbalanced_smsmote_th0.2,0.2,0.1956521739130435,0.8181818181818182,0.3157894736842105,0.9534779614325068,18,74,4,586,full,smote,2025-11-13T16:27:06.994791
RandomForest,RF_v11_ne100_md20_mss5_cwNone_smsmote_th0.2,0.2,0.19387755102040816,0.8636363636363636,0.31666666666666665,0.9607438016528925,19,79,3,581,full,smote,2025-11-13T16:27:21.368392
RandomForest,RF_v12_ne100_md20_mss5_cwbalanced_smsmote_th0.2,0.2,0.19387755102040816,0.8636363636363636,0.31666666666666665,0.9607438016528925,19,79,3,581,full,smote,2025-11-13T16:27:35.668524
RandomForest,RF_v13_ne200_mdNone_mss2_cwNone_smsmote_th0.2,0.2,0.20833333333333334,0.9090909090909091,0.3389830508474576,0.9570936639118458,20,76,2,584,full,smote,2025-11-13T16:28:08.149277
RandomForest,RF_v14_ne200_mdNone_mss2_cwbalanced_smsmote_th0.2,0.2,0.20833333333333334,0.9090909090909091,0.3389830508474576,0.9570936639118458,20,76,2,584,full,smote,2025-11-13T16:28:40.310346
RandomForest,RF_v15_ne200_mdNone_mss5_cwNone_smsmote_th0.2,0.2,0.20202020202020202,0.9090909090909091,0.3305785123966942,0.96267217630854,20,79,2,581,full,smote,2025-11-13T16:29:13.365347
RandomForest,RF_v16_ne200_mdNone_mss5_cwbalanced_smsmote_th0.2,0.2,0.20202020202020202,0.9090909090909091,0.3305785123966942,0.96267217630854,20,79,2,581,full,smote,2025-11-13T16:29:45.954390
RandomForest,RF_v17_ne200_md10_mss2_cwNone_smsmote_th0.2,0.2,0.17543859649122806,0.9090909090909091,0.29411764705882354,0.9569559228650137,20,94,2,566,full,smote,2025-11-13T16:30:05.762216
RandomForest,RF_v18_ne200_md10_mss2_cwbalanced_smsmote_th0.2,0.2,0.17543859649122806,0.9090909090909091,0.29411764705882354,0.9569559228650137,20,94,2,566,full,smote,2025-11-13T16:30:25.323948
RandomForest,RF_v19_ne200_md10_mss5_cwNone_smsmote_th0.2,0.2,0.17857142857142858,0.9090909090909091,0.29850746268656714,0.9564738292011019,20,92,2,568,full,smote,2025-11-13T16:30:44.873933
RandomForest,RF_v20_ne200_md10_mss5_cwbalanced_smsmote_th0.2,0.2,0.17857142857142858,0.9090909090909091,0.29850746268656714,0.9564738292011019,20,92,2,568,full,smote,2025-11-13T16:31:10.385670
RandomForest,RF_v21_ne200_md20_mss2_cwNone_smsmote_th0.2,0.2,0.21052631578947367,0.9090909090909091,0.3418803418803419,0.9576101928374655,20,75,2,585,full,smote,2025-11-13T16:31:38.783756
RandomForest,RF_v22_ne200_md20_mss2_cwbalanced_smsmote_th0.2,0.2,0.21052631578947367,0.9090909090909091,0.3418803418803419,0.9576101928374655,20,75,2,585,full,smote,2025-11-13T16:32:08.099544
RandomForest,RF_v23_ne200_md20_mss5_cwNone_smsmote_th0.2,0.2,0.1919191919191919,0.8636363636363636,0.3140495867768595,0.9606749311294767,19,80,3,580,full,smote,2025-11-13T16:32:47.984705
RandomForest,RF_v24_ne200_md20_mss5_cwbalanced_smsmote_th0.2,0.2,0.1919191919191919,0.8636363636363636,0.3140495867768595,0.9606749311294767,19,80,3,580,full,smote,2025-11-13T16:33:15.728972
RandomForest,RF_v1_ne100_mdNone_mss2_cwNone_smnone_th0.2,0.2,0.4358974358974359,0.7727272727272727,0.5573770491803278,0.9721074380165289,17,22,5,638,full,none,2025-11-13T16:40:52.744343
RandomForest,RF_v2_ne100_mdNone_mss5_cwNone_smnone_th0.2,0.2,0.40476190476190477,0.7727272727272727,0.53125,0.9652548209366392,17,25,5,635,full,none,2025-11-13T16:40:59.903167
RandomForest,RF_v3_ne100_md10_mss2_cwNone_smnone_th0.2,0.2,0.425,0.7727272727272727,0.5483870967741935,0.9682506887052342,17,23,5,637,full,none,2025-11-13T16:41:05.043777
RandomForest,RF_v4_ne100_md10_mss5_cwNone_smnone_th0.2,0.2,0.4473684210526316,0.7727272727272727,0.5666666666666667,0.9694214876033059,17,21,5,639,full,none,2025-11-13T16:41:14.250328
RandomForest,RF_v5_ne100_md20_mss2_cwNone_smnone_th0.2,0.2,0.4358974358974359,0.7727272727272727,0.5573770491803278,0.9721074380165289,17,22,5,638,full,none,2025-11-13T16:41:20.471402
RandomForest,RF_v6_ne100_md20_mss5_cwNone_smnone_th0.2,0.2,0.40476190476190477,0.7727272727272727,0.53125,0.9652548209366392,17,25,5,635,full,none,2025-11-13T16:41:25.894420
RandomForest,RF_v7_ne200_mdNone_mss2_cwNone_smnone_th0.2,0.2,0.425,0.7727272727272727,0.5483870967741935,0.9701101928374656,17,23,5,637,full,none,2025-11-13T16:41:36.840821
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smnone_th0.2,0.2,0.4146341463414634,0.7727272727272727,0.5396825396825397,0.9674242424242424,17,24,5,636,full,none,2025-11-13T16:41:47.458904
RandomForest,RF_v9_ne200_md10_mss2_cwNone_smnone_th0.2,0.2,0.4358974358974359,0.7727272727272727,0.5573770491803278,0.965909090909091,17,22,5,638,full,none,2025-11-13T16:41:57.554182
RandomForest,RF_v10_ne200_md10_mss5_cwNone_smnone_th0.2,0.2,0.4473684210526316,0.7727272727272727,0.5666666666666667,0.9674931129476585,17,21,5,639,full,none,2025-11-13T16:42:07.828333
RandomForest,RF_v11_ne200_md20_mss2_cwNone_smnone_th0.2,0.2,0.425,0.7727272727272727,0.5483870967741935,0.9701101928374656,17,23,5,637,full,none,2025-11-13T16:42:18.080477
RandomForest,RF_v12_ne200_md20_mss5_cwNone_smnone_th0.2,0.2,0.4146341463414634,0.7727272727272727,0.5396825396825397,0.9674242424242424,17,24,5,636,full,none,2025-11-13T16:42:29.485201
RandomForest,RF_v1_ne100_mdNone_mss2_cwNone_smnone_th0.25,0.25,0.5,0.7727272727272727,0.6071428571428571,0.9721074380165289,17,17,5,643,full,none,2025-11-13T16:42:34.884757
RandomForest,RF_v2_ne100_mdNone_mss5_cwNone_smnone_th0.25,0.25,0.5161290322580645,0.7272727272727273,0.6037735849056604,0.9652548209366392,16,15,6,645,full,none,2025-11-13T16:42:41.438559
RandomForest,RF_v3_ne100_md10_mss2_cwNone_smnone_th0.25,0.25,0.5483870967741935,0.7727272727272727,0.6415094339622641,0.9682506887052342,17,14,5,646,full,none,2025-11-13T16:42:48.590299
RandomForest,RF_v4_ne100_md10_mss5_cwNone_smnone_th0.25,0.25,0.5333333333333333,0.7272727272727273,0.6153846153846154,0.9694214876033059,16,14,6,646,full,none,2025-11-13T16:42:54.439590
RandomForest,RF_v5_ne100_md20_mss2_cwNone_smnone_th0.25,0.25,0.5,0.7727272727272727,0.6071428571428571,0.9721074380165289,17,17,5,643,full,none,2025-11-13T16:43:01.139828
RandomForest,RF_v6_ne100_md20_mss5_cwNone_smnone_th0.25,0.25,0.5161290322580645,0.7272727272727273,0.6037735849056604,0.9652548209366392,16,15,6,645,full,none,2025-11-13T16:43:07.272966
RandomForest,RF_v7_ne200_mdNone_mss2_cwNone_smnone_th0.25,0.25,0.5151515151515151,0.7727272727272727,0.6181818181818182,0.9701101928374656,17,16,5,644,full,none,2025-11-13T16:43:19.606225
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smnone_th0.25,0.25,0.46875,0.6818181818181818,0.5555555555555556,0.9674242424242424,15,17,7,643,full,none,2025-11-13T16:43:37.985725
RandomForest,RF_v9_ne200_md10_mss2_cwNone_smnone_th0.25,0.25,0.46875,0.6818181818181818,0.5555555555555556,0.965909090909091,15,17,7,643,full,none,2025-11-13T16:43:52.718575
RandomForest,RF_v10_ne200_md10_mss5_cwNone_smnone_th0.25,0.25,0.5,0.7272727272727273,0.5925925925925926,0.9674931129476585,16,16,6,644,full,none,2025-11-13T16:44:05.480263
RandomForest,RF_v11_ne200_md20_mss2_cwNone_smnone_th0.25,0.25,0.5151515151515151,0.7727272727272727,0.6181818181818182,0.9701101928374656,17,16,5,644,full,none,2025-11-13T16:44:19.833096
RandomForest,RF_v12_ne200_md20_mss5_cwNone_smnone_th0.25,0.25,0.46875,0.6818181818181818,0.5555555555555556,0.9674242424242424,15,17,7,643,full,none,2025-11-13T16:44:34.643089
RandomForest,RF_v1_ne100_mdNone_mss2_cwNone_smnone_th0.3,0.3,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.9721074380165289,16,10,6,650,full,none,2025-11-13T16:44:40.934970
RandomForest,RF_v2_ne100_mdNone_mss5_cwNone_smnone_th0.3,0.3,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.9652548209366392,12,10,10,650,full,none,2025-11-13T16:44:47.461061
RandomForest,RF_v3_ne100_md10_mss2_cwNone_smnone_th0.3,0.3,0.5652173913043478,0.5909090909090909,0.5777777777777777,0.9682506887052342,13,10,9,650,full,none,2025-11-13T16:44:54.852699
RandomForest,RF_v4_ne100_md10_mss5_cwNone_smnone_th0.3,0.3,0.5416666666666666,0.5909090909090909,0.5652173913043478,0.9694214876033059,13,11,9,649,full,none,2025-11-13T16:45:01.062848
RandomForest,RF_v5_ne100_md20_mss2_cwNone_smnone_th0.3,0.3,0.6153846153846154,0.7272727272727273,0.6666666666666666,0.9721074380165289,16,10,6,650,full,none,2025-11-13T16:45:07.942071
RandomForest,RF_v6_ne100_md20_mss5_cwNone_smnone_th0.3,0.3,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.9652548209366392,12,10,10,650,full,none,2025-11-13T16:45:13.951500
RandomForest,RF_v7_ne200_mdNone_mss2_cwNone_smnone_th0.3,0.3,0.6,0.6818181818181818,0.6382978723404256,0.9701101928374656,15,10,7,650,full,none,2025-11-13T16:45:28.254198
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smnone_th0.3,0.3,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.9674242424242424,12,10,10,650,full,none,2025-11-13T16:45:42.547137
RandomForest,RF_v9_ne200_md10_mss2_cwNone_smnone_th0.3,0.3,0.5909090909090909,0.5909090909090909,0.5909090909090909,0.965909090909091,13,9,9,651,full,none,2025-11-13T16:45:55.293609
RandomForest,RF_v10_ne200_md10_mss5_cwNone_smnone_th0.3,0.3,0.5652173913043478,0.5909090909090909,0.5777777777777777,0.9674931129476585,13,10,9,650,full,none,2025-11-13T16:46:08.076136
RandomForest,RF_v11_ne200_md20_mss2_cwNone_smnone_th0.3,0.3,0.6,0.6818181818181818,0.6382978723404256,0.9701101928374656,15,10,7,650,full,none,2025-11-13T16:46:29.364604
RandomForest,RF_v12_ne200_md20_mss5_cwNone_smnone_th0.3,0.3,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.9674242424242424,12,10,10,650,full,none,2025-11-13T16:46:42.832393
RandomForest,RF_v1_ne100_mdNone_mss2_cwNone_smnone_th0.35,0.35,0.6111111111111112,0.5,0.55,0.9721074380165289,11,7,11,653,full,none,2025-11-13T16:46:52.380623
RandomForest,RF_v2_ne100_mdNone_mss5_cwNone_smnone_th0.35,0.35,0.55,0.5,0.5238095238095238,0.9652548209366392,11,9,11,651,full,none,2025-11-13T16:47:00.611120
RandomForest,RF_v3_ne100_md10_mss2_cwNone_smnone_th0.35,0.35,0.5555555555555556,0.45454545454545453,0.5,0.9682506887052342,10,8,12,652,full,none,2025-11-13T16:47:10.068088
RandomForest,RF_v4_ne100_md10_mss5_cwNone_smnone_th0.35,0.35,0.5238095238095238,0.5,0.5116279069767442,0.9694214876033059,11,10,11,650,full,none,2025-11-13T16:47:15.488000
RandomForest,RF_v5_ne100_md20_mss2_cwNone_smnone_th0.35,0.35,0.6111111111111112,0.5,0.55,0.9721074380165289,11,7,11,653,full,none,2025-11-13T16:47:22.072233
RandomForest,RF_v6_ne100_md20_mss5_cwNone_smnone_th0.35,0.35,0.55,0.5,0.5238095238095238,0.9652548209366392,11,9,11,651,full,none,2025-11-13T16:47:28.828389
RandomForest,RF_v7_ne200_mdNone_mss2_cwNone_smnone_th0.35,0.35,0.5555555555555556,0.45454545454545453,0.5,0.9701101928374656,10,8,12,652,full,none,2025-11-13T16:47:39.940690
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smnone_th0.35,0.35,0.5789473684210527,0.5,0.5365853658536586,0.9674242424242424,11,8,11,652,full,none,2025-11-13T16:47:50.706178
RandomForest,RF_v9_ne200_md10_mss2_cwNone_smnone_th0.35,0.35,0.6470588235294118,0.5,0.5641025641025641,0.965909090909091,11,6,11,654,full,none,2025-11-13T16:48:01.006451
RandomForest,RF_v10_ne200_md10_mss5_cwNone_smnone_th0.35,0.35,0.5789473684210527,0.5,0.5365853658536586,0.9674931129476585,11,8,11,652,full,none,2025-11-13T16:48:12.373214
RandomForest,RF_v11_ne200_md20_mss2_cwNone_smnone_th0.35,0.35,0.5555555555555556,0.45454545454545453,0.5,0.9701101928374656,10,8,12,652,full,none,2025-11-13T16:48:22.972538
RandomForest,RF_v12_ne200_md20_mss5_cwNone_smnone_th0.35,0.35,0.5789473684210527,0.5,0.5365853658536586,0.9674242424242424,11,8,11,652,full,none,2025-11-13T16:48:37.119364
RandomForest,RF_v1_ne100_mdNone_mss2_cwNone_smnone_th0.4,0.4,0.6,0.4090909090909091,0.4864864864864865,0.9721074380165289,9,6,13,654,full,none,2025-11-13T16:48:43.204908
RandomForest,RF_v2_ne100_mdNone_mss5_cwNone_smnone_th0.4,0.4,0.5,0.3181818181818182,0.3888888888888889,0.9652548209366392,7,7,15,653,full,none,2025-11-13T16:48:55.603139
RandomForest,RF_v3_ne100_md10_mss2_cwNone_smnone_th0.4,0.4,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.9682506887052342,8,6,14,654,full,none,2025-11-13T16:49:08.433335
RandomForest,RF_v4_ne100_md10_mss5_cwNone_smnone_th0.4,0.4,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.9694214876033059,8,6,14,654,full,none,2025-11-13T16:49:20.703064
RandomForest,RF_v5_ne100_md20_mss2_cwNone_smnone_th0.4,0.4,0.6,0.4090909090909091,0.4864864864864865,0.9721074380165289,9,6,13,654,full,none,2025-11-13T16:49:29.878193
RandomForest,RF_v6_ne100_md20_mss5_cwNone_smnone_th0.4,0.4,0.5,0.3181818181818182,0.3888888888888889,0.9652548209366392,7,7,15,653,full,none,2025-11-13T16:49:37.772810
RandomForest,RF_v7_ne200_mdNone_mss2_cwNone_smnone_th0.4,0.4,0.5384615384615384,0.3181818181818182,0.4,0.9701101928374656,7,6,15,654,full,none,2025-11-13T16:49:48.259400
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smnone_th0.4,0.4,0.5384615384615384,0.3181818181818182,0.4,0.9674242424242424,7,6,15,654,full,none,2025-11-13T16:49:58.420070
RandomForest,RF_v9_ne200_md10_mss2_cwNone_smnone_th0.4,0.4,0.5384615384615384,0.3181818181818182,0.4,0.965909090909091,7,6,15,654,full,none,2025-11-13T16:50:08.228840
RandomForest,RF_v10_ne200_md10_mss5_cwNone_smnone_th0.4,0.4,0.5714285714285714,0.36363636363636365,0.4444444444444444,0.9674931129476585,8,6,14,654,full,none,2025-11-13T16:50:17.834359
RandomForest,RF_v11_ne200_md20_mss2_cwNone_smnone_th0.4,0.4,0.5384615384615384,0.3181818181818182,0.4,0.9701101928374656,7,6,15,654,full,none,2025-11-13T16:50:27.844601
RandomForest,RF_v12_ne200_md20_mss5_cwNone_smnone_th0.4,0.4,0.5384615384615384,0.3181818181818182,0.4,0.9674242424242424,7,6,15,654,full,none,2025-11-13T16:50:38.057595
RandomForest,RF_v1_ne100_mdNone_mss2_cwNone_smsmote_th0.23,0.23,0.20930232558139536,0.8181818181818182,0.3333333333333333,0.9545454545454546,18,68,4,592,full,smote,2025-11-13T16:56:13.497534
RandomForest,RF_v2_ne100_mdNone_mss5_cwNone_smsmote_th0.23,0.23,0.23170731707317074,0.8636363636363636,0.36538461538461536,0.9619490358126722,19,63,3,597,full,smote,2025-11-13T16:56:35.629522
RandomForest,RF_v3_ne100_md10_mss2_cwNone_smsmote_th0.23,0.23,0.19,0.8636363636363636,0.3114754098360656,0.9532369146005509,19,81,3,579,full,smote,2025-11-13T16:56:46.856915
RandomForest,RF_v4_ne100_md10_mss5_cwNone_smsmote_th0.23,0.23,0.18095238095238095,0.8636363636363636,0.2992125984251969,0.9515151515151515,19,86,3,574,full,smote,2025-11-13T16:56:57.694773
RandomForest,RF_v5_ne100_md20_mss2_cwNone_smsmote_th0.23,0.23,0.21176470588235294,0.8181818181818182,0.3364485981308411,0.9534779614325068,18,67,4,593,full,smote,2025-11-13T16:57:14.042364
RandomForest,RF_v6_ne100_md20_mss5_cwNone_smsmote_th0.23,0.23,0.20454545454545456,0.8181818181818182,0.32727272727272727,0.9607438016528925,18,70,4,590,full,smote,2025-11-13T16:57:34.762470
RandomForest,RF_v7_ne200_mdNone_mss2_cwNone_smsmote_th0.23,0.23,0.2261904761904762,0.8636363636363636,0.3584905660377358,0.9570936639118458,19,65,3,595,full,smote,2025-11-13T16:58:23.965954
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smsmote_th0.23,0.23,0.2235294117647059,0.8636363636363636,0.35514018691588783,0.96267217630854,19,66,3,594,full,smote,2025-11-13T16:59:08.249106
RandomForest,RF_v9_ne200_md10_mss2_cwNone_smsmote_th0.23,0.23,0.19607843137254902,0.9090909090909091,0.3225806451612903,0.9569559228650137,20,82,2,578,full,smote,2025-11-13T16:59:32.808084
RandomForest,RF_v10_ne200_md10_mss5_cwNone_smsmote_th0.23,0.23,0.18269230769230768,0.8636363636363636,0.30158730158730157,0.9564738292011019,19,85,3,575,full,smote,2025-11-13T16:59:53.514750
RandomForest,RF_v11_ne200_md20_mss2_cwNone_smsmote_th0.23,0.23,0.22093023255813954,0.8636363636363636,0.35185185185185186,0.9576101928374655,19,67,3,593,full,smote,2025-11-13T17:00:21.444616
RandomForest,RF_v12_ne200_md20_mss5_cwNone_smsmote_th0.23,0.23,0.2159090909090909,0.8636363636363636,0.34545454545454546,0.9606749311294767,19,69,3,591,full,smote,2025-11-13T17:00:51.679465
RandomForest,RF_v1_ne100_mdNone_mss2_cwNone_smsmote_th0.25,0.25,0.2222222222222222,0.8181818181818182,0.34951456310679613,0.9545454545454546,18,63,4,597,full,smote,2025-11-13T17:01:09.469873
RandomForest,RF_v2_ne100_mdNone_mss5_cwNone_smsmote_th0.25,0.25,0.24050632911392406,0.8636363636363636,0.37623762376237624,0.9619490358126722,19,60,3,600,full,smote,2025-11-13T17:01:26.822437
RandomForest,RF_v3_ne100_md10_mss2_cwNone_smsmote_th0.25,0.25,0.1875,0.8181818181818182,0.3050847457627119,0.9532369146005509,18,78,4,582,full,smote,2025-11-13T17:01:36.997479
RandomForest,RF_v4_ne100_md10_mss5_cwNone_smsmote_th0.25,0.25,0.18627450980392157,0.8636363636363636,0.3064516129032258,0.9515151515151515,19,83,3,577,full,smote,2025-11-13T17:01:48.306735
RandomForest,RF_v5_ne100_md20_mss2_cwNone_smsmote_th0.25,0.25,0.2222222222222222,0.8181818181818182,0.34951456310679613,0.9534779614325068,18,63,4,597,full,smote,2025-11-13T17:02:06.816834
RandomForest,RF_v6_ne100_md20_mss5_cwNone_smsmote_th0.25,0.25,0.21428571428571427,0.8181818181818182,0.33962264150943394,0.9607438016528925,18,66,4,594,full,smote,2025-11-13T17:02:21.172019
RandomForest,RF_v7_ne200_mdNone_mss2_cwNone_smsmote_th0.25,0.25,0.2289156626506024,0.8636363636363636,0.3619047619047619,0.9570936639118458,19,64,3,596,full,smote,2025-11-13T17:03:05.002499
RandomForest,RF_v8_ne200_mdNone_mss5_cwNone_smsmote_th0.25,0.25,0.23076923076923078,0.8181818181818182,0.36,0.96267217630854,18,60,4,600,full,smote,2025-11-13T17:03:56.645651
